stop_id,latitude,longitude,ons,offs
105126,33.727844,-84.333633,1,0
105130,33.730709,-84.336395,6,10
105134,33.730751,-84.339386,9,0
105136,33.729195,-84.339668,6,0
105138,33.729248,-84.342262,2,1
105140,33.72924,-84.34343,16,6
105142,33.729591,-84.344757,5,3
105144,33.731869,-84.344711,11,2
105146,33.734028,-84.344666,6,3
105150,33.7369,-84.344658,4,1
105151,33.739021,-84.344666,5,6
105152,33.738064,-84.342842,1,59
105153,33.739162,-84.344818,6,12
105154,33.729362,-84.344795,2,37
105156,33.731915,-84.338234,3,18
105158,33.731228,-84.337196,3,72
105160,33.72995,-84.335724,20,57
105161,33.729019,-84.334183,25,0
105162,33.729111,-84.334503,0,14
105164,33.727795,-84.333916,1,25
105166,33.727089,-84.333572,1,120
105172,33.751125,-84.314224,9,12
105174,33.751144,-84.316101,5,10
105176,33.751144,-84.31739,4,1
105178,33.75116,-84.318726,5,12
105180,33.751171,-84.320145,6,21
105182,33.751175,-84.321533,28,12
105184,33.75272,-84.324722,57,41
105186,33.753239,-84.325806,48,15
105188,33.753391,-84.329025,31,1
105190,33.753391,-84.33033,0,1
105192,33.753399,-84.331619,2,6
105194,33.753407,-84.333008,4,1
105196,33.753418,-84.334572,3,4
105198,33.753445,-84.33757,53,16
105200,33.753445,-84.338493,2,0
105202,33.755367,-84.338593,11,7
105203,33.75544,-84.338745,10,33
105208,33.751984,-84.323425,20,13
105210,33.747551,-84.345856,9,12
105212,33.747536,-84.344391,0,6
105214,33.747536,-84.343246,1,8
105216,33.747524,-84.341942,9,57
105218,33.747314,-84.319885,78,385
105220,33.747295,-84.317253,2,12
105222,33.747284,-84.314514,104,363
105226,33.747475,-84.33564,52,114
105228,33.747448,-84.328537,111,63
105230,33.747566,-84.330246,46,27
105232,33.747524,-84.331581,352,31
105234,33.747627,-84.332748,108,76
105236,33.747543,-84.3358,119,49
105238,33.747635,-84.337524,1,1
105240,33.747555,-84.338493,50,60
105242,33.747654,-84.339737,16,13
105244,33.747589,-84.341881,29,28
105246,33.747643,-84.343185,10,2
105248,33.747612,-84.344353,5,10
105250,33.747612,-84.345329,11,8
105251,33.73967,-84.322113,20,92
105252,33.73991,-84.320641,7,16
105254,33.740017,-84.320694,18,16
105260,33.740002,-84.314041,161,661
105264,33.740196,-84.313866,468,264
105302,33.760555,-84.342422,1,0
105339,33.747402,-84.323563,25,79
105349,33.739838,-84.326355,59,43
105370,33.753551,-84.338646,3,9
105372,33.753372,-84.337646,12,20
105374,33.753345,-84.334694,10,3
105376,33.753345,-84.333168,0,39
105378,33.753326,-84.331581,1,11
105380,33.753326,-84.330421,3,8
105382,33.753319,-84.329269,5,8
105383,33.7533,-84.326561,15,42
105384,33.752415,-84.324341,16,92
105386,33.751465,-84.322853,6,69
105390,33.751091,-84.320671,7,17
105392,33.751072,-84.317703,3,12
105396,33.751038,-84.314323,1,8
105410,33.747517,-84.341217,8,3
105412,33.747517,-84.339706,3,37
105414,33.747509,-84.338615,26,90
105416,33.74749,-84.337547,0,2
105420,33.747429,-84.333344,69,224
105422,33.747429,-84.331932,130,75
105424,33.7472,-84.33036,4,20
105426,33.747253,-84.328728,100,346
105428,33.747368,-84.326324,329,370
105430,33.747295,-84.323647,20,123
105432,33.739067,-84.343925,52,63
105448,33.747429,-84.326233,133,142
105452,33.747494,-84.321144,25,24
105455,33.747368,-84.31945,48,154
105456,33.747368,-84.3172,1,3
105462,33.740078,-84.343658,94,89
105464,33.740158,-84.343117,47,66
105466,33.739956,-84.34021,11,72
105468,33.740139,-84.339851,2,4
105470,33.740009,-84.338188,19,48
105471,33.739937,-84.336174,1,18
105472,33.740078,-84.338287,7,4
105474,33.74004,-84.345383,528,515
105476,33.739979,-84.345116,50,58
105478,33.74017,-84.345306,50,171
105508,33.73999,-84.341125,2,27
105510,33.740234,-84.341103,1,4
105512,33.740063,-84.336014,10,0
105517,33.743793,-84.31472,5,22
105523,33.741028,-84.314362,7,28
105572,33.74749,-84.313843,197,115
105574,33.740124,-84.317116,2,39
105578,33.746449,-84.314674,4,11
106002,33.731762,-84.293777,13,39
106004,33.731831,-84.292725,2,16
106006,33.731743,-84.291466,8,35
106008,33.731731,-84.290329,14,63
106012,33.731682,-84.285431,2,67
106014,33.731686,-84.28347,497,347
106016,33.731625,-84.280556,149,56
106018,33.731705,-84.27916,8,73
106020,33.73172,-84.277023,7,72
106022,33.732262,-84.299202,12,6
106024,33.732281,-84.300407,19,12
106026,33.73222,-84.301872,4,16
106028,33.732159,-84.303864,7,25
106030,33.732128,-84.305756,19,26
106032,33.732285,-84.309288,43,79
106036,33.73193,-84.276962,15,41
106038,33.731979,-84.278877,4,5
106040,33.73201,-84.280083,4,12
106042,33.73188,-84.283142,373,353
106048,33.73209,-84.289909,4,15
106050,33.732143,-84.291054,3,1
106052,33.732189,-84.292374,13,5
106054,33.732021,-84.293839,12,19
106056,33.732021,-84.296219,14,20
106058,33.732243,-84.298233,3,14
106064,33.731964,-84.309174,57,294
106066,33.731895,-84.305046,5,105
106068,33.731964,-84.303444,3,41
106070,33.732021,-84.302223,4,21
106072,33.731907,-84.300514,5,64
106074,33.73185,-84.299606,7,93
106076,33.731857,-84.298172,4,8
106078,33.731804,-84.296165,18,70
106082,33.748783,-84.292381,6,20
106084,33.747265,-84.292145,895,396
106086,33.744774,-84.291046,68,245
106088,33.743214,-84.290451,19,67
106090,33.742168,-84.289925,24,64
106092,33.74081,-84.289139,39,111
106094,33.738857,-84.288177,677,535
106096,33.737282,-84.287323,83,138
106098,33.735023,-84.285881,211,416
106100,33.733189,-84.284477,88,237
106102,33.731892,-84.283356,520,868
106104,33.729866,-84.281715,236,306
106106,33.727406,-84.279991,35,288
106108,33.729977,-84.281609,107,144
106110,33.732323,-84.283585,678,616
106112,33.733654,-84.284698,47,30
106114,33.734806,-84.285515,200,118
106116,33.736988,-84.286934,185,249
106118,33.739456,-84.2883,283,686
106120,33.740746,-84.288994,138,40
106122,33.741756,-84.289474,12,13
106124,33.742947,-84.290024,24,34
106126,33.74464,-84.290886,40,74
106128,33.746681,-84.291801,145,778
106130,33.748749,-84.292297,46,24
106132,33.751534,-84.292221,16,19
106134,33.728561,-84.280708,38,251
106136,33.727924,-84.280151,187,142
106148,33.751099,-84.311203,6,1
106150,33.74725,-84.309906,42,96
106152,33.747231,-84.308449,19,9
106154,33.746964,-84.306557,6,3
106156,33.746979,-84.305481,6,37
106158,33.74715,-84.30146,5,11
106160,33.747131,-84.299278,13,12
106162,33.747105,-84.298386,2,16
106164,33.747074,-84.296265,2,8
106166,33.746948,-84.294327,5,38
106168,33.74704,-84.291397,619,262
106170,33.747028,-84.289124,30,25
106172,33.747135,-84.286087,2,3
106174,33.747471,-84.283104,9,64
106176,33.748161,-84.280273,87,158
106178,33.740009,-84.309753,63,96
106180,33.74007,-84.309639,96,55
106182,33.739998,-84.306496,5,0
106184,33.739906,-84.306664,4,16
106186,33.739891,-84.304916,1,1
106188,33.740093,-84.305435,1,1
106190,33.739792,-84.300461,3,43
106192,33.739754,-84.299515,4,63
106194,33.739902,-84.299225,19,35
106196,33.739719,-84.297867,4,18
106198,33.739845,-84.297623,4,2
106200,33.739288,-84.294983,5,29
106202,33.739426,-84.295128,21,25
106204,33.73901,-84.293877,8,81
106206,33.739075,-84.293808,21,7
106208,33.73893,-84.291084,28,1
106210,33.738884,-84.291412,3,57
106212,33.738876,-84.289474,77,27
106214,33.738716,-84.289719,18,80
106216,33.738663,-84.288353,97,213
106218,33.738724,-84.287094,736,82
106220,33.738686,-84.28566,11,10
106222,33.738605,-84.28344,22,40
106224,33.738533,-84.281311,12,22
106226,33.738495,-84.280182,51,250
106228,33.738487,-84.277489,6,25
106230,33.738567,-84.280281,77,89
106232,33.738605,-84.281311,5,6
106234,33.738667,-84.283325,44,30
106236,33.738758,-84.285606,5,12
106238,33.738831,-84.28801,328,568
106240,33.754742,-84.301773,160,601
106242,33.75264,-84.301842,224,351
106270,33.745533,-84.280052,0,3
106272,33.742935,-84.279625,0,2
106274,33.743061,-84.277115,1,2
106278,33.751534,-84.296013,1,0
106284,33.752258,-84.301216,1,0
106286,33.754269,-84.301292,0,2
106292,33.752022,-84.309883,1,3
106294,33.751083,-84.309898,24,64
106296,33.749477,-84.309807,17,24
106298,33.747349,-84.309784,47,35
106308,33.738987,-84.309853,229,201
106310,33.736534,-84.309692,2,15
106312,33.734314,-84.309814,22,263
106314,33.733383,-84.309845,3,18
106316,33.731529,-84.309647,0,38
106324,33.729511,-84.28183,50,11
106326,33.729492,-84.281509,6,34
106330,33.729145,-84.28582,2,4
106334,33.727623,-84.29039,0,10
106342,33.728569,-84.3088,19,3
106346,33.731987,-84.309593,2,5
106348,33.733128,-84.309479,3,4
106350,33.734383,-84.309448,38,26
106352,33.736485,-84.309433,4,9
106354,33.738922,-84.309677,64,138
106362,33.745029,-84.309525,74,4
106366,33.749271,-84.309692,8,12
106370,33.752098,-84.309547,0,1
106380,33.751011,-84.311295,0,1
106390,33.755058,-84.291718,0,6
106392,33.756222,-84.291405,14,3
106394,33.75388,-84.291916,9,57
106396,33.754498,-84.29171,7,3
106398,33.753296,-84.291939,25,13
106400,33.751678,-84.292442,13,97
106402,33.753857,-84.309601,19,15
106404,33.754852,-84.310555,3,8
106406,33.754223,-84.310173,9,30
106410,33.747295,-84.30835,3,2
106412,33.747238,-84.305069,10,14
106414,33.747158,-84.302681,12,27
106416,33.747223,-84.302628,28,28
106420,33.74736,-84.2995,11,17
106422,33.747318,-84.298141,8,10
106424,33.747322,-84.295959,2,6
106426,33.747284,-84.293877,12,10
106428,33.747337,-84.311157,18,19
106430,33.747276,-84.311028,0,4
106432,33.747311,-84.309692,106,27
106433,33.747112,-84.291634,218,562
106434,33.747246,-84.289169,4,39
106438,33.747501,-84.283646,25,33
106440,33.748245,-84.280273,84,217
106444,33.739902,-84.300262,19,9
106446,33.732082,-84.285339,16,14
106448,33.738449,-84.277802,9,39
106462,33.750721,-84.292419,4,24
106464,33.72879,-84.309067,3,99
106466,33.729038,-84.285645,0,15
106468,33.727722,-84.290184,1,8
106474,33.737942,-84.309723,4,16
106476,33.737942,-84.309639,3,6
106478,33.739925,-84.311401,191,248
107012,33.730347,-84.257355,16,25
107014,33.73156,-84.27504,2,20
107016,33.73156,-84.273773,3,49
107018,33.731503,-84.272591,4,92
107026,33.731487,-84.260742,2,30
107028,33.73138,-84.259247,3,51
107044,33.73175,-84.272079,17,11
107046,33.73193,-84.274689,3,13
107048,33.731781,-84.273499,7,1
107050,33.749741,-84.27626,42,139
107052,33.750515,-84.274757,86,176
107054,33.755238,-84.250778,3,55
107056,33.754986,-84.250473,7,1
107058,33.753357,-84.249939,14,23
107060,33.752136,-84.249557,18,19
107062,33.751778,-84.249664,10,80
107064,33.7509,-84.249786,5,79
107066,33.75069,-84.249527,4,12
107068,33.749554,-84.250114,10,130
107070,33.749454,-84.250107,35,17
107072,33.748478,-84.250946,18,75
107074,33.748207,-84.2509,26,9
107076,33.747433,-84.251671,90,246
107078,33.745831,-84.252502,5,25
107080,33.74559,-84.252388,4,3
107082,33.744122,-84.253113,44,9
107084,33.743092,-84.253166,10,6
107086,33.741882,-84.253098,23,1
107088,33.743237,-84.253426,5,29
107090,33.740803,-84.253128,105,40
107091,33.741245,-84.253578,4,97
107092,33.739433,-84.253006,223,828
107094,33.7388,-84.252083,747,190
107096,33.737759,-84.251831,246,396
107098,33.737522,-84.252151,459,523
107100,33.735077,-84.252296,9,30
107101,33.736198,-84.251839,10,26
107102,33.734612,-84.251907,16,18
107104,33.73299,-84.251968,213,89
107106,33.731838,-84.251984,155,84
107108,33.73093,-84.252007,10,7
107110,33.729897,-84.252029,21,3
107112,33.728802,-84.251961,54,2
107114,33.727501,-84.252022,52,162
107116,33.727123,-84.251495,20,14
107118,33.738388,-84.276443,32,199
107120,33.738316,-84.273582,101,687
107122,33.738232,-84.270805,21,47
107124,33.738159,-84.266869,16,58
107126,33.738113,-84.26503,21,62
107128,33.738087,-84.263474,7,52
107132,33.737949,-84.258636,46,247
107134,33.738003,-84.25676,43,178
107136,33.737972,-84.255447,16,82
107138,33.737953,-84.254539,19,82
107140,33.7379,-84.252045,494,500
107142,33.737877,-84.249962,192,140
107144,33.737751,-84.245094,10,33
107146,33.737679,-84.244057,4,26
107150,33.737877,-84.24604,19,31
107154,33.737881,-84.247757,6,7
107155,33.737907,-84.249161,54,137
107156,33.737961,-84.251747,366,416
107158,33.738026,-84.254539,158,63
107160,33.738071,-84.257164,36,78
107162,33.738091,-84.259041,131,103
107164,33.738174,-84.261719,39,18
107166,33.738148,-84.263321,3,21
107168,33.738186,-84.265076,12,11
107170,33.73822,-84.266647,31,30
107172,33.738312,-84.271172,56,41
107174,33.73843,-84.273987,131,270
107176,33.738441,-84.275658,91,81
107212,33.746998,-84.276184,0,0
107214,33.749996,-84.276215,0,4
107222,33.74995,-84.275818,1,3
107227,33.750168,-84.273682,3,1
107230,33.755474,-84.26947,136,539
107232,33.754917,-84.268097,449,218
107234,33.754845,-84.267662,140,137
107236,33.753674,-84.266411,591,313
107238,33.752003,-84.265274,118,62
107240,33.749725,-84.263573,35,66
107246,33.748276,-84.262291,18,11
107248,33.747288,-84.26165,34,7
107250,33.744949,-84.260262,44,31
107252,33.744686,-84.259285,26,10
107254,33.743713,-84.257881,24,8
107256,33.743393,-84.257362,25,6
107258,33.742424,-84.255371,5,5
107260,33.741749,-84.253555,11,2
107262,33.733181,-84.251114,30,122
107264,33.733036,-84.249229,4,8
107266,33.732677,-84.245964,10,8
107267,33.732334,-84.244522,12,9
107268,33.732071,-84.242859,15,12
107270,33.75349,-84.266762,406,565
107272,33.751877,-84.265556,374,426
107274,33.750336,-84.264427,63,299
107276,33.748562,-84.262962,2,67
107278,33.745033,-84.260864,34,196
107280,33.743622,-84.25872,68,71
107281,33.74192,-84.255005,0,32
107284,33.732922,-84.251564,67,13
107286,33.732788,-84.249435,17,37
107288,33.732224,-84.246124,7,89
107290,33.732025,-84.244911,18,88
107292,33.731766,-84.243561,4,71
107294,33.755371,-84.267212,518,1044
107296,33.753506,-84.270325,916,925
107298,33.752934,-84.271202,24,21
107302,33.742466,-84.26915,0,4
107304,33.749924,-84.276421,50,57
107306,33.750648,-84.274666,37,126
107308,33.75259,-84.27137,224,608
107314,33.7472,-84.251617,87,47
107318,33.742981,-84.257523,19,44
107320,33.733429,-84.252289,21,144
107322,33.730118,-84.252289,10,40
107324,33.731468,-84.256973,12,42
107326,33.7314,-84.262405,11,184
107328,33.737965,-84.261688,7,59
107330,33.751114,-84.264679,52,127
107332,33.747524,-84.262337,11,68
107334,33.753929,-84.250221,5,96
107336,33.742016,-84.253487,4,86
107338,33.731861,-84.252243,149,236
107346,33.754234,-84.268623,2312,742
107348,33.732643,-84.247375,20,5
107350,33.733032,-84.24749,7,13
108002,33.737598,-84.241974,32,240
108004,33.73735,-84.238861,116,433
108006,33.73737,-84.23616,104,312
108008,33.737289,-84.234413,132,247
108010,33.737148,-84.229362,201,486
108012,33.737068,-84.229271,277,427
108014,33.737041,-84.227791,69,114
108016,33.73711,-84.227943,27,296
108018,33.736931,-84.224236,20,48
108020,33.736992,-84.224113,22,108
108022,33.73682,-84.222633,43,72
108024,33.736946,-84.222923,20,97
108032,33.736778,-84.218506,29,221
108046,33.73735,-84.234238,149,396
108047,33.737476,-84.236664,84,154
108048,33.737495,-84.23761,32,71
108050,33.737679,-84.24192,118,148
108052,33.755924,-84.237564,64,505
108054,33.755104,-84.236908,51,45
108056,33.754227,-84.236435,161,68
108058,33.752853,-84.23568,126,44
108060,33.75193,-84.235123,5,5
108062,33.75074,-84.234039,40,215
108064,33.750767,-84.233894,184,34
108066,33.750622,-84.230812,38,275
108068,33.750694,-84.23085,5,5
108070,33.75071,-84.229584,182,95
108072,33.750622,-84.228539,18,79
108074,33.749542,-84.226593,28,54
108076,33.749348,-84.226112,54,23
108078,33.747196,-84.222435,21,51
108080,33.747196,-84.22229,138,80
108082,33.745995,-84.220367,124,83
108084,33.74585,-84.220032,92,43
108086,33.744507,-84.219048,119,906
108088,33.744041,-84.218765,163,189
108090,33.741516,-84.218254,21,48
108092,33.740978,-84.218246,10,55
108094,33.736843,-84.21685,570,592
108096,33.736588,-84.216347,29,187
108098,33.735203,-84.21508,19,52
108100,33.735062,-84.214165,60,24
108112,33.731529,-84.241821,12,7
108114,33.729675,-84.238319,18,17
108116,33.728622,-84.236771,12,14
108118,33.731369,-84.241844,17,56
108120,33.729214,-84.238503,13,79
108122,33.728481,-84.237312,4,64
108124,33.727219,-84.213844,39,26
108126,33.729378,-84.21376,37,34
108128,33.731342,-84.21373,53,39
108130,33.733707,-84.213989,47,123
108132,33.731819,-84.214081,13,57
108134,33.729454,-84.214088,8,85
108136,33.727219,-84.214203,17,219
108140,33.737171,-84.232628,101,52
108146,33.748203,-84.224243,10,40
108148,33.748165,-84.224007,76,4
108161,33.73822,-84.217522,245,114
108164,33.732971,-84.213799,28,20
108166,33.73988,-84.217957,19,12
108168,33.737633,-84.240021,89,213
108170,33.736912,-84.22171,25,106
109005,33.745129,-84.19593,24,21
