stop_id,latitude,longitude,ons,offs
106014,33.731686,-84.28347,241,156
106016,33.731625,-84.280556,21,28
106018,33.731705,-84.27916,6,8
106020,33.73172,-84.277023,32,7
106022,33.732262,-84.299202,52,2
106024,33.732281,-84.300407,94,2
106026,33.73222,-84.301872,47,0
106028,33.732159,-84.303864,102,1
106030,33.732128,-84.305756,110,2
106032,33.732285,-84.309288,296,38
106036,33.73193,-84.276962,69,10
106038,33.731979,-84.278877,83,1
106040,33.73201,-84.280083,11,8
106042,33.73188,-84.283142,254,558
106048,33.73209,-84.289909,58,1
106050,33.732143,-84.291054,23,1
106052,33.732189,-84.292374,24,1
106054,33.732021,-84.293839,28,8
106056,33.732021,-84.296219,54,2
106058,33.732243,-84.298233,17,1
106064,33.731964,-84.309174,91,37
106066,33.731895,-84.305046,6,4
106068,33.731964,-84.303444,7,2
106070,33.732021,-84.302223,1,0
106072,33.731907,-84.300514,18,4
106074,33.73185,-84.299606,23,15
106076,33.731857,-84.298172,2,5
106078,33.731804,-84.296165,40,12
106082,33.748783,-84.292381,2,4
106084,33.747265,-84.292145,393,110
106086,33.744774,-84.291046,13,20
106088,33.743214,-84.290451,41,7
106090,33.742168,-84.289925,22,6
106092,33.74081,-84.289139,29,78
106094,33.738857,-84.288177,534,169
106096,33.737282,-84.287323,29,34
106098,33.735023,-84.285881,52,118
106100,33.733189,-84.284477,13,65
106102,33.731892,-84.283356,209,267
106104,33.729866,-84.281715,95,125
106106,33.727406,-84.279991,50,123
106108,33.729977,-84.281609,170,28
106110,33.732323,-84.283585,764,479
106112,33.733654,-84.284698,25,12
106114,33.734806,-84.285515,261,46
106116,33.736988,-84.286934,155,145
106118,33.739456,-84.2883,294,467
106120,33.740746,-84.288994,216,57
106122,33.741756,-84.289474,21,7
106124,33.742947,-84.290024,61,38
106126,33.74464,-84.290886,69,18
106128,33.746681,-84.291801,250,720
106130,33.748749,-84.292297,31,13
106132,33.751534,-84.292221,77,12
106134,33.728561,-84.280708,18,89
106136,33.727924,-84.280151,599,51
106148,33.751099,-84.311203,4,1
106150,33.74725,-84.309906,31,309
106152,33.747231,-84.308449,4,0
106154,33.746964,-84.306557,1,2
106156,33.746979,-84.305481,17,13
106158,33.74715,-84.30146,3,3
106160,33.747131,-84.299278,1,19
106162,33.747105,-84.298386,5,0
106164,33.747074,-84.296265,5,0
106166,33.746948,-84.294327,0,6
106168,33.74704,-84.291397,447,177
106170,33.747028,-84.289124,34,13
106172,33.747135,-84.286087,7,2
106174,33.747471,-84.283104,37,10
106176,33.748161,-84.280273,242,35
106178,33.740009,-84.309753,47,51
106180,33.74007,-84.309639,39,31
106182,33.739998,-84.306496,3,0
106184,33.739906,-84.306664,3,1
106186,33.739891,-84.304916,1,2
106190,33.739792,-84.300461,22,19
106192,33.739754,-84.299515,23,2
106194,33.739902,-84.299225,57,2
106196,33.739719,-84.297867,2,2
106198,33.739845,-84.297623,6,1
106200,33.739288,-84.294983,4,11
106202,33.739426,-84.295128,14,1
106204,33.73901,-84.293877,5,4
106206,33.739075,-84.293808,38,3
106208,33.73893,-84.291084,72,1
106210,33.738884,-84.291412,2,6
106212,33.738876,-84.289474,41,15
106214,33.738716,-84.289719,10,8
106216,33.738663,-84.288353,19,181
106218,33.738724,-84.287094,251,27
106220,33.738686,-84.28566,12,0
106222,33.738605,-84.28344,26,25
106224,33.738533,-84.281311,2,3
106226,33.738495,-84.280182,41,20
106228,33.738487,-84.277489,29,2
106230,33.738567,-84.280281,123,35
106232,33.738605,-84.281311,1,2
106234,33.738667,-84.283325,44,9
106236,33.738758,-84.285606,2,8
106238,33.738831,-84.28801,288,533
106240,33.754742,-84.301773,307,143
106242,33.75264,-84.301842,594,90
106270,33.745533,-84.280052,2,3
106276,33.751621,-84.29348,1,0
106282,33.751301,-84.301376,1,0
106284,33.752258,-84.301216,1,0
106286,33.754269,-84.301292,5,0
106292,33.752022,-84.309883,0,4
106294,33.751083,-84.309898,0,8
106296,33.749477,-84.309807,13,14
106298,33.747349,-84.309784,22,7
106308,33.738987,-84.309853,66,85
106310,33.736534,-84.309692,4,44
106312,33.734314,-84.309814,14,28
106314,33.733383,-84.309845,17,13
106316,33.731529,-84.309647,4,2
106324,33.729511,-84.28183,12,8
106326,33.729492,-84.281509,2,34
106330,33.729145,-84.28582,3,0
106334,33.727623,-84.29039,4,0
106342,33.728569,-84.3088,78,1
106346,33.731987,-84.309593,46,6
106348,33.733128,-84.309479,18,0
106350,33.734383,-84.309448,274,4
106352,33.736485,-84.309433,5,3
106354,33.738922,-84.309677,39,54
106362,33.745029,-84.309525,3,18
106366,33.749271,-84.309692,31,6
106370,33.752098,-84.309547,8,1
106380,33.751011,-84.311295,0,1
106392,33.756222,-84.291405,29,5
106394,33.75388,-84.291916,19,14
106396,33.754498,-84.29171,8,1
106398,33.753296,-84.291939,77,15
106400,33.751678,-84.292442,51,14
106402,33.753857,-84.309601,23,2
106404,33.754852,-84.310555,0,4
106406,33.754223,-84.310173,6,27
106410,33.747295,-84.30835,5,2
106412,33.747238,-84.305069,17,68
106414,33.747158,-84.302681,5,3
106416,33.747223,-84.302628,52,7
106420,33.74736,-84.2995,13,5
106422,33.747318,-84.298141,35,6
106424,33.747322,-84.295959,43,0
106426,33.747284,-84.293877,11,3
106428,33.747337,-84.311157,7,0
106432,33.747311,-84.309692,74,72
106433,33.747112,-84.291634,415,399
106434,33.747246,-84.289169,26,29
106438,33.747501,-84.283646,72,4
106440,33.748245,-84.280273,296,24
106444,33.739902,-84.300262,7,2
106446,33.732082,-84.285339,36,3
106448,33.738449,-84.277802,7,4
106452,33.747036,-84.27916,1,0
106462,33.750721,-84.292419,2,0
106464,33.72879,-84.309067,3,15
106466,33.729038,-84.285645,1,0
106468,33.727722,-84.290184,14,2
106474,33.737942,-84.309723,6,0
106476,33.737942,-84.309639,15,2
106478,33.739925,-84.311401,109,58
107012,33.730347,-84.257355,1,8
107014,33.73156,-84.27504,3,1
107016,33.73156,-84.273773,5,2
107018,33.731503,-84.272591,23,7
107022,33.728481,-84.263184,7,0
107026,33.731487,-84.260742,3,4
107028,33.73138,-84.259247,24,3
107044,33.73175,-84.272079,108,9
107046,33.73193,-84.274689,32,2
107048,33.731781,-84.273499,15,0
107050,33.749741,-84.27626,55,21
107052,33.750515,-84.274757,196,34
107054,33.755238,-84.250778,7,8
107056,33.754986,-84.250473,50,0
107058,33.753357,-84.249939,124,0
107060,33.752136,-84.249557,105,1
107062,33.751778,-84.249664,9,5
107064,33.7509,-84.249786,3,19
107066,33.75069,-84.249527,39,1
107068,33.749554,-84.250114,1,5
107070,33.749454,-84.250107,85,1
107072,33.748478,-84.250946,27,65
107074,33.748207,-84.2509,90,8
107076,33.747433,-84.251671,16,204
107078,33.745831,-84.252502,1,6
107080,33.74559,-84.252388,15,0
107082,33.744122,-84.253113,189,1
107084,33.743092,-84.253166,20,3
107086,33.741882,-84.253098,55,2
107088,33.743237,-84.253426,0,5
107090,33.740803,-84.253128,141,53
107091,33.741245,-84.253578,4,41
107092,33.739433,-84.253006,97,233
107094,33.7388,-84.252083,569,127
107096,33.737759,-84.251831,270,426
107098,33.737522,-84.252151,327,121
107100,33.735077,-84.252296,11,20
107101,33.736198,-84.251839,33,5
107102,33.734612,-84.251907,70,13
107104,33.73299,-84.251968,254,93
107106,33.731838,-84.251984,267,227
107108,33.73093,-84.252007,34,13
107110,33.729897,-84.252029,32,2
107112,33.728802,-84.251961,36,63
107114,33.727501,-84.252022,46,80
107116,33.727123,-84.251495,76,69
107118,33.738388,-84.276443,40,87
107120,33.738316,-84.273582,374,118
107122,33.738232,-84.270805,100,19
107124,33.738159,-84.266869,37,7
107126,33.738113,-84.26503,12,10
107128,33.738087,-84.263474,3,4
107132,33.737949,-84.258636,62,90
107134,33.738003,-84.25676,98,22
107136,33.737972,-84.255447,24,56
107138,33.737953,-84.254539,20,62
107140,33.7379,-84.252045,175,393
107142,33.737877,-84.249962,70,174
107144,33.737751,-84.245094,24,1
107146,33.737679,-84.244057,18,20
107150,33.737877,-84.24604,66,35
107154,33.737881,-84.247757,0,5
107155,33.737907,-84.249161,129,62
107156,33.737961,-84.251747,272,400
107158,33.738026,-84.254539,155,39
107160,33.738071,-84.257164,154,17
107162,33.738091,-84.259041,148,59
107164,33.738174,-84.261719,43,5
107166,33.738148,-84.263321,40,0
107168,33.738186,-84.265076,28,15
107170,33.73822,-84.266647,68,5
107172,33.738312,-84.271172,225,6
107174,33.73843,-84.273987,863,34
107176,33.738441,-84.275658,138,37
107212,33.746998,-84.276184,0,0
107216,33.754593,-84.27578,1,0
107222,33.74995,-84.275818,2,1
107224,33.748821,-84.275795,1,0
107227,33.750168,-84.273682,1,1
107228,33.745293,-84.268517,0,1
107230,33.755474,-84.26947,26,253
107232,33.754917,-84.268097,156,163
107234,33.754845,-84.267662,67,147
107236,33.753674,-84.266411,103,161
107238,33.752003,-84.265274,68,43
107240,33.749725,-84.263573,345,39
107246,33.748276,-84.262291,94,0
107248,33.747288,-84.26165,114,1
107250,33.744949,-84.260262,199,25
107252,33.744686,-84.259285,14,54
107254,33.743713,-84.257881,31,2
107256,33.743393,-84.257362,39,20
107258,33.742424,-84.255371,36,3
107260,33.741749,-84.253555,28,2
107262,33.733181,-84.251114,2,180
107264,33.733036,-84.249229,6,0
107266,33.732677,-84.245964,135,55
107267,33.732334,-84.244522,141,2
107268,33.732071,-84.242859,48,2
107270,33.75349,-84.266762,56,202
107272,33.751877,-84.265556,76,688
107274,33.750336,-84.264427,42,41
107276,33.748562,-84.262962,10,8
107278,33.745033,-84.260864,14,66
107280,33.743622,-84.25872,17,7
107281,33.74192,-84.255005,0,33
107284,33.732922,-84.251564,55,18
107286,33.732788,-84.249435,27,5
107288,33.732224,-84.246124,15,23
107290,33.732025,-84.244911,4,8
107292,33.731766,-84.243561,7,16
107294,33.755371,-84.267212,210,635
107296,33.753506,-84.270325,156,374
107298,33.752934,-84.271202,21,10
107304,33.749924,-84.276421,135,16
107306,33.750648,-84.274666,133,61
107308,33.75259,-84.27137,50,190
107314,33.7472,-84.251617,224,62
107318,33.742981,-84.257523,6,35
107320,33.733429,-84.252289,39,109
107322,33.730118,-84.252289,26,156
107324,33.731468,-84.256973,48,9
107326,33.7314,-84.262405,31,13
107328,33.737965,-84.261688,11,28
107330,33.751114,-84.264679,66,192
107332,33.747524,-84.262337,11,9
107334,33.753929,-84.250221,26,5
107336,33.742016,-84.253487,4,41
107338,33.731861,-84.252243,125,259
107346,33.754234,-84.268623,437,582
107348,33.732643,-84.247375,8,115
107350,33.733032,-84.24749,26,12
108002,33.737598,-84.241974,116,49
108004,33.73735,-84.238861,437,52
108006,33.73737,-84.23616,139,33
108008,33.737289,-84.234413,454,172
108010,33.737148,-84.229362,300,97
108012,33.737068,-84.229271,648,99
108014,33.737041,-84.227791,268,43
108016,33.73711,-84.227943,151,67
108018,33.736931,-84.224236,54,6
108020,33.736992,-84.224113,42,14
108022,33.73682,-84.222633,201,21
108024,33.736946,-84.222923,43,30
108032,33.736778,-84.218506,116,255
108046,33.73735,-84.234238,200,88
108047,33.737476,-84.236664,114,32
108048,33.737495,-84.23761,22,35
108050,33.737679,-84.24192,300,15
108052,33.755924,-84.237564,79,130
108054,33.755104,-84.236908,135,9
108056,33.754227,-84.236435,185,8
108058,33.752853,-84.23568,290,18
108060,33.75193,-84.235123,30,4
108062,33.75074,-84.234039,54,438
108064,33.750767,-84.233894,223,142
108066,33.750622,-84.230812,46,90
108068,33.750694,-84.23085,1,2
108070,33.75071,-84.229584,452,70
108072,33.750622,-84.228539,13,114
108074,33.749542,-84.226593,33,263
108076,33.749348,-84.226112,15,89
108078,33.747196,-84.222435,5,73
108080,33.747196,-84.22229,48,185
108082,33.745995,-84.220367,26,180
108084,33.74585,-84.220032,104,135
108086,33.744507,-84.219048,220,115
108088,33.744041,-84.218765,851,76
108090,33.741516,-84.218254,29,8
108092,33.740978,-84.218246,4,39
108094,33.736843,-84.21685,492,381
108096,33.736588,-84.216347,35,94
108098,33.735203,-84.21508,52,34
108100,33.735062,-84.214165,84,32
108112,33.731529,-84.241821,62,2
108114,33.729675,-84.238319,104,7
108116,33.728622,-84.236771,38,10
108118,33.731369,-84.241844,7,8
108120,33.729214,-84.238503,27,12
108122,33.728481,-84.237312,0,7
108124,33.727219,-84.213844,150,9
108126,33.729378,-84.21376,64,6
108128,33.731342,-84.21373,105,0
108130,33.733707,-84.213989,41,40
108132,33.731819,-84.214081,20,15
108134,33.729454,-84.214088,37,93
108136,33.727219,-84.214203,5,28
108140,33.737171,-84.232628,53,15
108146,33.748203,-84.224243,1,63
108148,33.748165,-84.224007,19,3
108161,33.73822,-84.217522,350,253
108164,33.732971,-84.213799,44,55
108166,33.73988,-84.217957,39,10
108168,33.737633,-84.240021,329,45
108170,33.736912,-84.22171,36,21
109005,33.745129,-84.19593,41,4
109007,33.745136,-84.196205,3,18
109012,33.730289,-84.193184,181,269
109014,33.728176,-84.189072,28,126
109015,33.72736,-84.186859,2,5
109016,33.728367,-84.188797,265,17
109018,33.727535,-84.185867,393,20
109020,33.752617,-84.196884,906,52
109022,33.732014,-84.193947,27,1
